step,loss
0,0.900675
100,0.0770831
200,0.0517083
300,0.0539996
400,0.0499583
500,0.0369057
600,0.0360075
700,0.02848
800,0.0269245
900,0.0354156
1000,0.0192714
1100,0.0331544
1200,0.0204988
1300,0.0236835
1400,0.0221842
1500,0.0241194
1600,0.0181263
1700,0.023635
1800,0.0215228
1900,0.0221192
2000,0.0173559
2100,0.0165468
2200,0.0122835
2300,0.0114925
2400,0.0143389
2500,0.0133368
2600,0.00974221
2700,0.0104371
2800,0.0129932
2900,0.00894211
3000,0.0106909
3100,0.010043
3200,0.0138463
3300,0.00974386
3400,0.00835364
3500,0.0109917
3600,0.00880986
3700,0.00811185
3800,0.00857889
3900,0.00834499
4000,0.00684803
4100,0.00734549
4200,0.00741171
4300,0.00718767
4400,0.00774281
4500,0.00834562
4600,0.00792504
4700,0.00595978
4800,0.00593176
4900,0.00762004
5000,0.00685377
5100,0.00589394
5200,0.00579921
5300,0.00579788
5400,0.00614709
5500,0.0063031
5600,0.00546154
5700,0.00551444
5800,0.00578233
5900,0.00523827
6000,0.00551926
6100,0.00559959
6200,0.00573938
6300,0.00552042
6400,0.00690658
6500,0.0052133
6600,0.0055575
6700,0.00550854
6800,0.00546072
6900,0.00439336
7000,0.00471139
7100,0.00468851
7200,0.00461715
7300,0.00543295
7400,0.00485283
7500,0.0049908
7600,0.00400521
7700,0.00473342
7800,0.00488015
7900,0.00465251
8000,0.00476023
8100,0.00459639
8200,0.00426215
8300,0.00374447
8400,0.00462708
8500,0.00455198
8600,0.0039692
8700,0.00347074
8800,0.00407085
8900,0.00485472
9000,0.00473399
9100,0.00431343
9200,0.0042087
9300,0.00405772
9400,0.00425804
9500,0.00388855
9600,0.00361863
9700,0.00364285
9800,0.00406742
9900,0.00380575
10000,0.00391846
10100,0.00412907
10200,0.00361086
10300,0.00348479
10400,0.00321296
10500,0.00360256
10600,0.00343636
10700,0.00422946
10800,0.00375859
10900,0.0038823
11000,0.00380187
11100,0.00405894
11200,0.00393058
11300,0.00396874
11400,0.00389727
11500,0.00368682
11600,0.00376803
11700,0.00390349
11800,0.003775
11900,0.00341699
12000,0.00386084
12100,0.00318485
12200,0.00377524
12300,0.00317114
12400,0.0029704
12500,0.0033646
12600,0.0030997
12700,0.00324274
12800,0.0033793
12900,0.00329936
13000,0.00312402
13100,0.003514
13200,0.00337013
13300,0.00385131
13400,0.0036027
13500,0.00309673
13600,0.00332606
13700,0.00384706
13800,0.00342955
13900,0.00348657
14000,0.00310613
14100,0.00324541
14200,0.00345431
14300,0.00342211
14400,0.00298515
14500,0.00319112
14600,0.00320848
14700,0.00316324
14800,0.00285227
14900,0.00306861
15000,0.00281942
15100,0.00282533
15200,0.00288189
15300,0.003009
15400,0.00294771
15500,0.0031794
15600,0.00321044
15700,0.00326161
15800,0.00300465
15900,0.00254906
16000,0.00408924
16100,0.00301772
16200,0.00295609
16300,0.00266738
16400,0.00303666
16500,0.00300743
16600,0.00261524
16700,0.00307784
16800,0.00315975
16900,0.00282349
17000,0.00274278
17100,0.00304299
17200,0.00298396
17300,0.00306926
17400,0.00320667
17500,0.00272333
17600,0.0025389
17700,0.00261554
17800,0.00295327
17900,0.00289402
18000,0.0028405
18100,0.00291402
18200,0.00320364
18300,0.00302446
18400,0.00267436
18500,0.0028555
18600,0.00260691
18700,0.0027037
18800,0.0027622
18900,0.00250693
19000,0.00265464
19100,0.0027875
19200,0.0027345
19300,0.00278061
19400,0.00267821
19500,0.00271666
19600,0.00263779
19700,0.00241962
19800,0.00282573
19900,0.00271933
20000,0.00262964
20100,0.00241893
20200,0.0025831
20300,0.00257948
20400,0.00272488
20500,0.00299436
20600,0.00267161
20700,0.00287909
20800,0.00284993
20900,0.00257904
21000,0.00249475
21100,0.00245689
21200,0.00259251
21300,0.00241273
21400,0.00252456
21500,0.0023206
21600,0.00246962
21700,0.00254728
21800,0.00243267
21900,0.00259039
22000,0.00255373
22100,0.00304479
22200,0.00315029
22300,0.00258437
22400,0.00259053
22500,0.00256792
22600,0.00241953
22700,0.00263735
22800,0.00243204
22900,0.00242663
23000,0.0025046
23100,0.00224516
23200,0.0024395
23300,0.00253801
23400,0.00217466
23500,0.00253936
23600,0.00250042
23700,0.00243015
23800,0.00250644
23900,0.00240297
24000,0.00252996
24100,0.00242028
24200,0.00247684
24300,0.00351092
24400,0.00255801
24500,0.00250882
24600,0.00227168
24700,0.00212089
24800,0.00230976
24900,0.00242191
25000,0.00227479
25100,0.00240634
25200,0.00241803
25300,0.00282067
25400,0.00278739
25500,0.00217149
25600,0.00231307
25700,0.00244002
25800,0.0022032
25900,0.00203465
26000,0.00249034
26100,0.00223792
26200,0.00228289
26300,0.00235955
26400,0.00222252
26500,0.00223465
26600,0.0023385
26700,0.00199378
26800,0.00221069
26900,0.00219082
27000,0.00202224
27100,0.00232391
27200,0.00212643
27300,0.00221606
27400,0.0028018
27500,0.00203776
27600,0.00239842
27700,0.00211592
27800,0.00227288
27900,0.00236255
28000,0.00235762
