step,loss
0,0.900664
100,0.0953604
200,0.0660878
300,0.0442446
400,0.032169
500,0.0474853
600,0.0239098
700,0.0384616
800,0.0296305
900,0.0374129
1000,0.0252497
1100,0.0225093
1200,0.0211778
1300,0.0187991
1400,0.0232281
1500,0.018197
1600,0.0201921
1700,0.0156471
1800,0.0186627
1900,0.014329
2000,0.0196097
2100,0.0159894
2200,0.0185473
2300,0.0169063
2400,0.0149947
2500,0.011411
2600,0.0128268
2700,0.0126991
2800,0.0151383
2900,0.00880866
3000,0.0110365
3100,0.010145
3200,0.0092695
3300,0.00860564
3400,0.0079083
3500,0.00880028
3600,0.00847778
3700,0.0124281
3800,0.00781436
3900,0.00720076
4000,0.0086388
4100,0.00821972
4200,0.00976709
4300,0.00741529
4400,0.00719061
4500,0.0068659
4600,0.0066341
4700,0.0069772
4800,0.0064602
4900,0.00642319
5000,0.00612543
5100,0.00668287
5200,0.00579178
5300,0.00656188
5400,0.00743662
5500,0.00665503
5600,0.00682733
5700,0.00618685
5800,0.00622225
5900,0.00632265
6000,0.00600169
6100,0.00518173
6200,0.00472941
6300,0.0061267
6400,0.00659146
6500,0.00525183
6600,0.00526804
6700,0.00514174
6800,0.0048749
6900,0.00476123
7000,0.00494632
7100,0.0056582
7200,0.00534803
7300,0.00846924
7400,0.00636538
7500,0.00807862
7600,0.00611952
7700,0.00767467
7800,0.00497772
7900,0.00551013
8000,0.00425113
8100,0.00551785
8200,0.00423899
8300,0.00476211
8400,0.00404576
8500,0.00424941
8600,0.00406133
8700,0.00417307
8800,0.0040488
8900,0.00401048
9000,0.00385564
9100,0.00375891
9200,0.00362523
9300,0.00381404
9400,0.00382177
9500,0.00381126
9600,0.00362734
9700,0.00344147
9800,0.00364166
9900,0.00365752
10000,0.00357029
10100,0.00379775
10200,0.00412435
10300,0.00402888
10400,0.00722646
10500,0.00628687
10600,0.00550768
10700,0.00391282
10800,0.00461387
10900,0.00416675
11000,0.00337259
11100,0.00397442
11200,0.00358841
11300,0.00354398
11400,0.00373951
11500,0.00310379
11600,0.00309302
11700,0.00298688
11800,0.00323405
11900,0.00340114
12000,0.00332973
12100,0.0034798
12200,0.00312601
12300,0.00328255
12400,0.00295752
12500,0.00307003
12600,0.00313305
12700,0.00355461
12800,0.00351702
12900,0.00319347
13000,0.00290119
13100,0.00309302
13200,0.00317654
13300,0.00321665
13400,0.00297602
13500,0.00296459
13600,0.00269558
13700,0.00295374
13800,0.00338926
13900,0.00286092
14000,0.00321477
14100,0.00521706
14200,0.00538397
14300,0.005649
14400,0.0036889
14500,0.00344466
14600,0.00347635
14700,0.00302227
14800,0.00332551
14900,0.00282994
15000,0.00312971
15100,0.0029984
15200,0.00300594
15300,0.00261091
15400,0.00248923
15500,0.00293261
15600,0.00282803
15700,0.0028491
15800,0.00291952
15900,0.00248713
16000,0.00252566
16100,0.00241509
16200,0.00282136
16300,0.0026922
16400,0.00269541
16500,0.00333774
16600,0.00259661
16700,0.00302733
16800,0.00269314
16900,0.00278251
17000,0.00275486
17100,0.00269708
17200,0.0028053
17300,0.00242414
17400,0.00266363
17500,0.00261647
17600,0.00271097
17700,0.00285894
17800,0.00285422
17900,0.00317713
18000,0.00274074
18100,0.00272127
18200,0.00251012
18300,0.00600902
18400,0.00287263
18500,0.00315378
18600,0.00264701
18700,0.00269654
18800,0.00263764
18900,0.00345973
19000,0.00226922
19100,0.00228683
19200,0.0024719
19300,0.00258789
19400,0.00275178
19500,0.00232838
19600,0.00251806
19700,0.00246404
19800,0.00232277
19900,0.00239383
20000,0.0023537
20100,0.00258129
20200,0.00382634
20300,0.00243993
20400,0.00228611
20500,0.00214026
20600,0.0024044
20700,0.00230835
20800,0.00236551
20900,0.0025423
21000,0.00251484
21100,0.0024234
21200,0.00222399
21300,0.00258514
21400,0.00245401
21500,0.00257093
21600,0.00246539
21700,0.0022739
21800,0.00248641
21900,0.00240366
22000,0.00208475
22100,0.00275783
22200,0.00240294
22300,0.00251927
22400,0.00228844
22500,0.00227965
22600,0.00237018
22700,0.0022797
22800,0.00263939
22900,0.00239723
23000,0.00263414
23100,0.00257428
23200,0.0022392
23300,0.00257882
23400,0.00237015
23500,0.00249877
23600,0.00254991
23700,0.00279961
23800,0.00225485
23900,0.00230505
24000,0.00236262
24100,0.00222905
24200,0.00209281
24300,0.00208854
24400,0.00213453
24500,0.0020035
24600,0.00297922
24700,0.00222528
24800,0.00218027
24900,0.00221417
25000,0.00205429
25100,0.00230245
25200,0.00219922
25300,0.00207946
25400,0.00207938
25500,0.00210896
25600,0.00234614
25700,0.00217841
25800,0.00225899
25900,0.00205775
26000,0.00218634
26100,0.00222586
26200,0.00204655
26300,0.0023039
26400,0.00222444
26500,0.00192322
26600,0.00211381
26700,0.00196306
26800,0.00214817
26900,0.00197991
27000,0.00214088
27100,0.00218295
27200,0.00208597
27300,0.00221818
27400,0.00199254
27500,0.0021152
27600,0.00226409
27700,0.00221358
27800,0.00217175
27900,0.00234261
28000,0.00203846
28100,0.00221289
28200,0.00208771
28300,0.00200264
28400,0.00208508
28500,0.00214864
28600,0.00212106
28700,0.00193267
28800,0.00209351
28900,0.00213234
29000,0.00197781
29100,0.00221057
29200,0.00209115
29300,0.00185455
29400,0.00194937
29500,0.00208731
29600,0.00204625
29700,0.0019961
29800,0.00199035
29900,0.00216557
30000,0.00192262
30100,0.00209615
30200,0.00227825
30300,0.00188112
30400,0.00201238
30500,0.00186969
30600,0.00201906
30700,0.00196784
30800,0.00187502
30900,0.00208122
31000,0.00228336
31100,0.00215853
31200,0.00179869
31300,0.00190726
31400,0.00177094
31500,0.00200081
31600,0.00195155
31700,0.00186012
31800,0.00197943
31900,0.0020403
32000,0.00183528
32100,0.00189404
32200,0.00184569
32300,0.00198907
32400,0.00176658
32500,0.00192982
32600,0.00187623
32700,0.00191846
32800,0.00188396
32900,0.00205413
33000,0.00211997
33100,0.00170573
33200,0.00205751
33300,0.00200523
33400,0.00189561
33500,0.00181571
33600,0.00181975
33700,0.00192224
33800,0.00179459
33900,0.00204105
34000,0.00188803
34100,0.00199302
34200,0.00203595
34300,0.00194435
34400,0.00220706
34500,0.00192376
34600,0.00204078
34700,0.00185221
34800,0.00191108
34900,0.00171462
35000,0.0019362
35100,0.00167943
35200,0.00207007
35300,0.0021265
35400,0.00195183
35500,0.00193274
35600,0.00198632
35700,0.00184665
35800,0.00198555
35900,0.00190591
36000,0.0020025
36100,0.00186203
36200,0.00187204
36300,0.00196894
36400,0.00184604
36500,0.0016773
36600,0.00172237
36700,0.00189487
36800,0.00167184
36900,0.00181416
37000,0.00180769
37100,0.00174143
37200,0.00180002
37300,0.00157612
37400,0.00188815
37500,0.0020018
37600,0.0024935
37700,0.00183584
37800,0.00172413
37900,0.00184507
38000,0.00189906
38100,0.00192495
38200,0.00188171
38300,0.00183972
38400,0.00183369
38500,0.00178668
38600,0.00178235
38700,0.00184573
38800,0.00173328
38900,0.00171298
39000,0.00192915
39100,0.00192047
39200,0.00209531
39300,0.001819
39400,0.0017306
39500,0.0017758
39600,0.00177741
39700,0.00181488
39800,0.00169944
39900,0.00167312
40000,0.00186579
40100,0.00183932
40200,0.001773
40300,0.00177868
40400,0.00176634
40500,0.00192851
40600,0.00167736
40700,0.00203931
40800,0.00190193
40900,0.00171433
41000,0.00185135
41100,0.00178378
41200,0.0016232
41300,0.00200529
41400,0.00164585
41500,0.00169265
41600,0.00169324
41700,0.0018161
41800,0.00182264
41900,0.00178102
42000,0.00176125
42100,0.00169257
42200,0.00182901
42300,0.00176144
42400,0.00161812
42500,0.00172032
42600,0.00188064
42700,0.00185094
42800,0.00152639
42900,0.00185961
43000,0.0017326
43100,0.00167054
43200,0.00187355
43300,0.00166396
43400,0.00179259
43500,0.00175199
43600,0.00175585
43700,0.00178758
43800,0.00170033
43900,0.00174637
44000,0.00180357
44100,0.00165709
44200,0.00168001
44300,0.00162643
44400,0.00161918
44500,0.00174729
44600,0.00173872
44700,0.00158694
44800,0.00181859
44900,0.00170888
45000,0.00162994
45100,0.00165781
45200,0.00158941
45300,0.00167268
45400,0.00179844
45500,0.00150548
45600,0.00161625
45700,0.00176714
45800,0.00171662
45900,0.00323904
46000,0.00168629
46100,0.00172749
46200,0.001607
46300,0.00151521
46400,0.00176582
46500,0.00168814
46600,0.00160268
46700,0.00161327
46800,0.00170481
46900,0.00165845
47000,0.00158357
47100,0.00184624
47200,0.00162906
47300,0.00171952
47400,0.00169122
47500,0.00175969
47600,0.00184944
47700,0.00171387
47800,0.0017701
47900,0.00168
48000,0.00174709
48100,0.00165706
48200,0.00163117
48300,0.00150392
48400,0.0017053
48500,0.00152455
48600,0.00156231
48700,0.00155447
48800,0.00170221
48900,0.0017764
49000,0.00153546
49100,0.00172539
49200,0.00170783
49300,0.00163312
49400,0.00180653
49500,0.00152477
49600,0.00154639
49700,0.00153379
49800,0.00157361
49900,0.00155427
50000,0.00174585
50100,0.00160419
50200,0.00142493
50300,0.00177955
50400,0.00151262
50500,0.00150406
50600,0.00159633
50700,0.00164516
50800,0.00157189
50900,0.001625
51000,0.00162657
51100,0.00163641
51200,0.00172895
51300,0.00164255
51400,0.00177243
51500,0.00161848
51600,0.00165921
51700,0.00160278
51800,0.00158067
51900,0.00165643
52000,0.00154231
52100,0.0016834
52200,0.00204923
52300,0.00162025
52400,0.00165389
52500,0.00189192
52600,0.00169825
52700,0.00165373
52800,0.00161095
52900,0.0016989
53000,0.00161275
53100,0.00174671
53200,0.00148726
53300,0.00167608
53400,0.00156329
53500,0.0015859
53600,0.00151695
53700,0.00196485
53800,0.00166063
53900,0.00159321
54000,0.00161873
54100,0.00153748
54200,0.00151475
54300,0.00164787
54400,0.00148459
54500,0.00141851
54600,0.00152517
54700,0.0015644
54800,0.00139979
54900,0.00140274
55000,0.00169261
55100,0.00164753
55200,0.00161047
55300,0.00156645
55400,0.0015813
55500,0.00161025
55600,0.00150602
55700,0.00165574
55800,0.00144912
55900,0.00143434
56000,0.00162662
56100,0.00174246
56200,0.00167502
56300,0.00163299
56400,0.00161436
56500,0.00144617
56600,0.00145085
56700,0.00143043
56800,0.0015504
56900,0.0015858
57000,0.00152161
57100,0.00147739
57200,0.00167234
57300,0.00165629
57400,0.00166871
57500,0.00156638
57600,0.00142543
57700,0.00150743
57800,0.00152764
57900,0.00151558
58000,0.00169789
58100,0.00153995
58200,0.00155161
58300,0.00147571
58400,0.00171871
58500,0.00159529
58600,0.00147482
58700,0.0013826
58800,0.0015511
58900,0.0015734
59000,0.00165931
59100,0.00142967
59200,0.00157237
59300,0.0013837
59400,0.00131661
59500,0.00154585
59600,0.0015704
59700,0.00154603
59800,0.00158944
59900,0.00143835
60000,0.00151103
60100,0.00150126
60200,0.00143323
60300,0.00146482
60400,0.00152534
60500,0.00161697
60600,0.00155739
60700,0.00155429
60800,0.00145265
60900,0.0014588
61000,0.00148819
61100,0.00158211
61200,0.00155733
61300,0.00147091
61400,0.00159695
61500,0.00162704
61600,0.00141288
61700,0.00131518
61800,0.00140339
61900,0.00130602
62000,0.00168251
62100,0.00146687
62200,0.00152473
62300,0.0014217
62400,0.00150643
62500,0.00149232
62600,0.00146762
62700,0.00159152
62800,0.00146519
62900,0.00163424
63000,0.00154432
63100,0.00144936
63200,0.001585
63300,0.0014786
63400,0.00162216
63500,0.00155658
63600,0.0015166
63700,0.00154043
63800,0.00147075
63900,0.00144788
64000,0.00154662
64100,0.00152327
64200,0.00174985
64300,0.0015939
64400,0.00152113
64500,0.00151816
64600,0.00155609
64700,0.00138529
64800,0.00148505
64900,0.00147319
65000,0.00144106
65100,0.00148241
65200,0.00149121
65300,0.00146276
65400,0.00140064
65500,0.00131166
65600,0.00151539
65700,0.00140363
65800,0.00141668
65900,0.0015276
66000,0.00142638
66100,0.00163904
66200,0.0014565
66300,0.00147
66400,0.00134488
66500,0.00144972
66600,0.00151666
66700,0.00143758
66800,0.00140872
66900,0.00133703
67000,0.001517
67100,0.00154825
67200,0.00136609
67300,0.00140516
67400,0.00137829
67500,0.0013694
67600,0.00144217
67700,0.00140624
67800,0.001554
67900,0.00145548
68000,0.00130067
68100,0.00140076
68200,0.001331
68300,0.00148666
68400,0.00132572
68500,0.00138179
68600,0.00143996
68700,0.00133308
68800,0.00147278
68900,0.00148798
69000,0.0013966
69100,0.00147224
69200,0.00144569
69300,0.00137096
69400,0.00140172
69500,0.00143839
69600,0.00132214
69700,0.00140828
69800,0.0014474
69900,0.00140424
70000,0.00141372
70100,0.00144366
70200,0.00143327
70300,0.00149503
70400,0.00142154
70500,0.00158088
70600,0.00149203
70700,0.00139681
70800,0.00142352
70900,0.00144009
71000,0.0014684
71100,0.00138061
71200,0.00145205
71300,0.00156777
71400,0.00136667
71500,0.00142574
71600,0.00145926
71700,0.00135918
71800,0.0015616
71900,0.00137822
72000,0.00143408
72100,0.00138124
72200,0.00159721
72300,0.00135286
72400,0.00147019
72500,0.00144192
72600,0.00138492
72700,0.00158567
72800,0.0014414
72900,0.00136074
73000,0.00147096
73100,0.00165255
73200,0.00140055
73300,0.00146555
73400,0.00148915
73500,0.00145272
73600,0.00145548
73700,0.00147422
73800,0.00148876
73900,0.00142822
74000,0.0014305
74100,0.00141218
74200,0.00139788
74300,0.00142845
74400,0.00189042
74500,0.00138104
74600,0.00140506
74700,0.00133082
74800,0.00142172
74900,0.00162181
75000,0.00122932
75100,0.00135761
75200,0.00137593
75300,0.00132883
75400,0.00141943
75500,0.00139145
75600,0.00134321
75700,0.0013728
75800,0.00140526
75900,0.00132657
76000,0.00141814
76100,0.00133103
76200,0.00124536
76300,0.00142766
76400,0.00139894
76500,0.00142338
76600,0.00132433
76700,0.00139041
76800,0.00139593
76900,0.00142884
77000,0.00132783
77100,0.00142206
77200,0.00136884
77300,0.00136562
77400,0.00131051
77500,0.00126763
77600,0.00141688
77700,0.00134135
77800,0.00141407
77900,0.00138686
78000,0.00140604
78100,0.00131991
78200,0.00135216
78300,0.00129332
78400,0.00132533
78500,0.00124254
78600,0.00144094
78700,0.00132966
78800,0.00136433
78900,0.0013255
79000,0.00150666
79100,0.00150537
79200,0.00128719
79300,0.00132178
79400,0.00149546
79500,0.00137202
79600,0.0014377
79700,0.00131412
79800,0.0012646
79900,0.00137018
80000,0.00137088
80100,0.00131357
80200,0.001334
80300,0.00144807
80400,0.0014025
80500,0.00143278
80600,0.00129186
80700,0.00135851
80800,0.0012587
80900,0.00142976
81000,0.00124602
81100,0.00148746
81200,0.0014054
81300,0.00137511
81400,0.00139139
81500,0.00147349
81600,0.00125298
81700,0.00149554
81800,0.00136775
81900,0.00140446
82000,0.00130866
82100,0.00126386
82200,0.00139835
82300,0.00135518
82400,0.00138191
82500,0.00133431
82600,0.00132518
82700,0.00122973
82800,0.00130656
82900,0.00118352
83000,0.0012684
83100,0.00128274
83200,0.00133028
83300,0.00135167
83400,0.00138356
83500,0.00123733
83600,0.00127616
83700,0.00142563
83800,0.00142571
83900,0.00148063
84000,0.00145211
84100,0.00143817
84200,0.00138596
84300,0.00126358
84400,0.00138348
84500,0.00131708
84600,0.00140791
84700,0.0012827
84800,0.00135866
84900,0.00120233
85000,0.00135515
85100,0.00140246
85200,0.00139485
85300,0.00144541
85400,0.00137522
85500,0.00140393
85600,0.00126892
85700,0.00149071
85800,0.00129742
85900,0.0013386
86000,0.00131691
86100,0.00133687
86200,0.00128689
86300,0.00135375
86400,0.00136808
86500,0.00122148
86600,0.00123458
86700,0.00129147
86800,0.00129256
86900,0.0013213
87000,0.00128037
87100,0.00133504
87200,0.00131965
87300,0.00128175
87400,0.00118357
87500,0.00139804
87600,0.00130913
87700,0.00128793
87800,0.00144233
87900,0.00136283
88000,0.00131726
88100,0.00138243
88200,0.00140914
88300,0.0014139
88400,0.00145355
88500,0.00145638
88600,0.00121937
88700,0.00151036
88800,0.00142548
88900,0.00142338
89000,0.00140592
89100,0.00128361
89200,0.00123304
89300,0.00140895
89400,0.00129527
89500,0.00110238
89600,0.00121407
89700,0.00138507
89800,0.00127728
89900,0.00134058
90000,0.00132833
90100,0.00130768
90200,0.00117768
90300,0.00120715
90400,0.00131156
90500,0.00122267
90600,0.00125571
90700,0.00134151
90800,0.00137127
90900,0.00136124
91000,0.00124999
91100,0.0012665
91200,0.00129355
91300,0.00127909
91400,0.00129341
91500,0.00132273
91600,0.00126578
91700,0.00124822
91800,0.00133613
91900,0.00133755
92000,0.00136048
92100,0.00132036
92200,0.00131221
92300,0.0012977
92400,0.00139073
92500,0.00125575
92600,0.0012489
92700,0.00130861
92800,0.00123174
92900,0.00138248
93000,0.00132898
93100,0.00126669
93200,0.00122881
93300,0.00124049
93400,0.00131563
93500,0.0013877
93600,0.00127854
93700,0.00126925
93800,0.0013466
93900,0.00143264
94000,0.00136862
94100,0.00136121
94200,0.0012798
94300,0.0013402
94400,0.00148403
94500,0.00133532
94600,0.00132241
94700,0.0013029
94800,0.00133112
94900,0.00123558
95000,0.00128747
95100,0.00131319
95200,0.00133709
95300,0.00147323
95400,0.00120253
95500,0.00136484
95600,0.0013156
95700,0.00126716
95800,0.00129925
95900,0.00126594
96000,0.00141716
96100,0.001343
96200,0.00123108
96300,0.00116546
96400,0.00118114
96500,0.00128323
96600,0.00120844
96700,0.00161463
96800,0.00130173
96900,0.00119553
97000,0.00126928
97100,0.00123531
97200,0.00132613
97300,0.00131561
97400,0.00124649
97500,0.0013106
97600,0.00138319
97700,0.00130907
97800,0.00130033
97900,0.00129183
98000,0.00139423
98100,0.00118375
98200,0.001265
98300,0.00133607
98400,0.00121302
98500,0.00131904
98600,0.00119374
98700,0.0012667
98800,0.00126077
98900,0.00122306
99000,0.00127869
99100,0.00130028
99200,0.00132173
99300,0.00127332
99400,0.00129674
99500,0.0015316
99600,0.00130062
99700,0.00126929
99800,0.00127302
99900,0.00124557
100000,0.00135403
100100,0.00122587
100200,0.00124518
100300,0.00125265
100400,0.00135092
100500,0.00129501
100600,0.00121349
100700,0.00134276
100800,0.00118611
100900,0.00124015
101000,0.0012132
101100,0.00125851
101200,0.00119812
101300,0.00118696
101400,0.00126167
101500,0.00157685
101600,0.0012573
101700,0.00121594
101800,0.00120995
101900,0.0012285
102000,0.00130282
102100,0.00120003
102200,0.00134221
102300,0.00123732
102400,0.00128363
102500,0.0012291
102600,0.00122161
102700,0.00124813
102800,0.00114573
102900,0.0013197
103000,0.00125705
103100,0.00115454
103200,0.00125239
103300,0.00124263
103400,0.00121587
103500,0.00118175
103600,0.00116876
103700,0.00124108
103800,0.00128961
103900,0.00121692
104000,0.00110992
104100,0.00133362
104200,0.00125662
104300,0.00124138
104400,0.00120331
104500,0.00127673
104600,0.00116409
104700,0.00145576
104800,0.00125547
104900,0.00129741
105000,0.00131135
105100,0.001252
105200,0.00114207
105300,0.00114587
105400,0.00124424
105500,0.00136167
105600,0.00128655
105700,0.0012527
105800,0.00133692
105900,0.00136663
106000,0.00131639
106100,0.00120645
106200,0.00116151
106300,0.00128276
106400,0.0013033
106500,0.00129638
106600,0.00129357
106700,0.00136022
106800,0.00137284
106900,0.00117635
107000,0.00246845
107100,0.00127465
107200,0.00139109
107300,0.00128039
107400,0.00121304
107500,0.0012799
107600,0.00129142
107700,0.00131939
107800,0.00127474
107900,0.00128109
108000,0.0013155
108100,0.00119152
108200,0.00126663
108300,0.00114131
108400,0.00118344
108500,0.00129803
108600,0.00116978
108700,0.00114052
108800,0.00114686
108900,0.00121764
109000,0.00124899
109100,0.00131053
109200,0.00111958
109300,0.00123276
109400,0.0012226
109500,0.00119042
109600,0.00126964
109700,0.00120158
109800,0.0011313
109900,0.00120552
110000,0.00124216
110100,0.00122935
110200,0.00121177
110300,0.00126317
110400,0.00122952
110500,0.00128944
110600,0.00119341
110700,0.0012071
110800,0.00110727
110900,0.0012002
111000,0.00132699
111100,0.00116511
111200,0.00130385
111300,0.00118686
111400,0.00118947
111500,0.00124178
111600,0.00121997
111700,0.0012269
111800,0.00112845
111900,0.00122565
112000,0.00108944
112100,0.00122856
112200,0.00121595
112300,0.00119865
112400,0.00119165
112500,0.00113944
112600,0.00119464
112700,0.00112649
112800,0.00118599
112900,0.00122329
113000,0.00125485
113100,0.00121451
113200,0.00116255
113300,0.00119919
113400,0.0011489
113500,0.00112344
113600,0.0012253
113700,0.00120595
113800,0.00115093
113900,0.00121573
114000,0.00126244
114100,0.00114059
114200,0.00108048
114300,0.00123266
114400,0.00120171
114500,0.00126721
114600,0.00123465
114700,0.00117298
114800,0.00117487
114900,0.00117719
115000,0.00115427
115100,0.00117764
115200,0.0011481
115300,0.0012614
115400,0.00126422
115500,0.00121958
115600,0.00116962
115700,0.00114235
115800,0.00117109
115900,0.00123003
116000,0.00116586
116100,0.00125729
116200,0.00120064
116300,0.00124617
116400,0.00119602
116500,0.00117867
116600,0.00120712
116700,0.00131861
116800,0.00122648
116900,0.00125205
117000,0.00118683
117100,0.00111976
117200,0.00115974
117300,0.00120154
117400,0.00121719
117500,0.00125365
117600,0.00122573
117700,0.00136495
117800,0.00114786
117900,0.00130805
118000,0.00116908
118100,0.00129596
118200,0.00123174
118300,0.00125677
118400,0.00120779
118500,0.00115667
118600,0.00333117
118700,0.00128613
118800,0.00126437
118900,0.0011676
119000,0.00123437
119100,0.00124071
119200,0.00128348
119300,0.00122858
119400,0.00121232
119500,0.00117909
119600,0.00119717
119700,0.00109882
119800,0.00116691
119900,0.00114347
120000,0.0013121
120100,0.00123171
120200,0.00114531
120300,0.00113299
120400,0.00124214
120500,0.00118231
120600,0.00114698
120700,0.00108613
120800,0.00131368
120900,0.00121938
121000,0.00111093
121100,0.00120955
121200,0.00122087
121300,0.00122214
121400,0.00115021
121500,0.00116982
121600,0.00122187
121700,0.00113032
121800,0.00118234
121900,0.0011465
122000,0.0012178
122100,0.00113983
122200,0.00124069
122300,0.00119136
122400,0.00107109
122500,0.00117888
122600,0.00124187
122700,0.00118602
122800,0.00121147
122900,0.00118175
123000,0.0010295
123100,0.00111305
123200,0.00123592
123300,0.00128321
123400,0.00124175
123500,0.00128999
123600,0.00116198
123700,0.00124698
123800,0.00118188
123900,0.00113999
124000,0.00123587
124100,0.00126191
124200,0.00118562
124300,0.00135438
124400,0.00172054
124500,0.00121753
124600,0.0011785
124700,0.00126273
124800,0.00128814
124900,0.00123325
125000,0.00116019
125100,0.00120631
125200,0.00125537
125300,0.0012421
125400,0.00125619
125500,0.00115097
125600,0.00118594
125700,0.00123597
125800,0.00105594
125900,0.001181
126000,0.00119708
126100,0.00112584
126200,0.00109003
126300,0.00117599
126400,0.00124608
126500,0.00120564
126600,0.0010785
126700,0.00118161
126800,0.00114231
126900,0.00123426
127000,0.00107325
127100,0.00116191
127200,0.00119155
127300,0.00116104
127400,0.00117299
127500,0.00134
127600,0.00119538
127700,0.00119466
127800,0.00114296
127900,0.00110414
128000,0.00125323
128100,0.00119912
128200,0.00121503
128300,0.00129224
128400,0.00123798
128500,0.00116743
128600,0.00125471
128700,0.00113986
128800,0.00111971
128900,0.00121155
129000,0.00113181
129100,0.00118022
129200,0.00123814
129300,0.0010844
129400,0.00113872
129500,0.00122045
129600,0.00115477
129700,0.00118156
129800,0.00111009
129900,0.00115865
130000,0.00115254
130100,0.00126185
130200,0.00118343
130300,0.00128573
130400,0.00109473
130500,0.00114828
130600,0.0012874
130700,0.00114565
130800,0.00117442
130900,0.00110653
131000,0.00121383
131100,0.00111948
131200,0.00125813
131300,0.00131547
131400,0.00124341
131500,0.00112973
131600,0.00119806
131700,0.00108676
131800,0.00114696
131900,0.00105
132000,0.00115233
132100,0.00128057
